project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00835774MN,"Construction of Flood Mitigation Structure, Barangay Mabuhay, San Fernando, Bukidnon",BUKIDNON,GENESIS88 CONSTRUCTION INC.,112905000,2024-11-12,24KA0130,03/21/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,7.89605277777777,125.351380555555
P00820117MN,"Construction of Flood Mitigation Structure along Agay River, Barangay Balang-Balang, Remedios T. Romualdez, Agusan del Norte",AGUSAN DEL NORTE,ARQ BUILDERS,72174973.97,2024-11-14,24NA0004,02/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,9.05054,125.62478
P00634144MN,"Construction of Drainage with Curb and Gutter at Purok San Roque, Brgy. Labangal, General Santos City",SOUTH COTABATO,"HANNA VIA CONSTRUCTION, INC. (FORMERLY:HANNA VIA DESIGN & CONSTRUCTION)",4914808.13,2022-07-17,22MB0091,03/29/2022,Construction of Drainage Structure,2022,2022,Region XII,6.100502,125.154162
P00630517MN,"Construction of Flood Mitigation Structure along Manurigao River, Caraga, Davao Oriental",DAVAO ORIENTAL,KODUS PEERS CONSTRUCTION CORPORATION / O. G. SANTOS CONSTRUCTION,67549604.08,2022-12-21,22LF0028,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.416375,126.520351
P00631102MN,"Rehabilitation of Maputi Creek from Agusan River to Upstream of Maputi Bridge, Barangay Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",48999429.74,2023-05-23,22LA0089,03/18/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region XI,7.672292,126.092378
P00721589VS,"Construction of Flood Control Structure, Golden Bridge San Juanico-Basey-Sohoton Road, Basey, Samar",SAMAR (WESTERN SAMAR),"B. VICENCIO BUILDERS (BVB), INC. (FORMERLY:B. VICENCIO CONSTRUCTION) / ALPHAHAWK CONSTRUCTION CORP.",110974928.21,2023-05-10,23IK0021,02/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region VIII,11.339297,125.155792
P00522194MN,"Construction of Revetment along R. Magsaysay Ave. Outfall, Davao City (Sta. 0+000 - Sta. 0+100)",DAVAO DEL SUR,GENESIS88 CONSTRUCTION INC.,39200000,2022-09-07,21LB0015,11/21/2021,Construction of Flood Mitigation Structure,2021,2021,Region XI,7.07359,125.624898
P00620377MN,"Construction of Flood Mitigation Structure along Casauman River, Manay, Davao Oriental",DAVAO ORIENTAL,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),96497439.49,2022-11-25,22LF0087,03/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.172922,126.52399
P00836195MN,"Construction of Flood Mitigation Structures along Kinabjangan River, Sitio Tagbabacon, Brgy. Culit, Nasipit, Agusan del Norte",AGUSAN DEL NORTE,ERRA CONSTRUCTION AND DEVELOPMENT INC. (FORMERLY ERRA CONSTRUCTION),19799998.83,2024-09-03,24NA0032,06/06/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,8.929362,125.35431
P00634148MN,"Construction of Flood Mitigation Structure, Adgawan River Flood Control (Phase II) La Paz, Agusan Del Sur",AGUSAN DEL SUR,VICENTE T. LAO CONSTRUCTION,49499973.79,2023-06-05,22NC0043,06/30/2022,Construction of Flood Mitigation Structure,2022,2022,Region XIII,8.239575,125.7789778
P00620225MN,"Construction of Revetment along Agusan River, Sta. 16+347 - Sta. 18+570 (RS), Brgy. Magsaysay, New Bataan, Davao de Oro",DAVAO DE ORO,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",86849711.45,2022-12-30,22LA0151,04/04/2022,Construction of Revetment,2022,2022,Region XI,7.604387,126.09329
P00620216VS,"Construction of Flood Control Protection works Structure, Golden Bridge, San Juanico Basey- Sohoton Road, Basey, Samar",SAMAR (WESTERN SAMAR),JFR CONSTRUCTION INC. (FORMERLY:JFR CONSTRUCTION),48997687.3,2022-09-18,22IK0032,02/14/2022,Construction of Flood Mitigation Structure,2022,2022,Region VIII,11.342647,125.158426
P00620323VS,"Construction of Flood Control along Oras River, Brgy. Buntay, Oras, Eastern Samar",EASTERN SAMAR,888 ACY ENTERPRISES,48999967.04,2022-09-13,22IB0006,02/13/2022,Construction of Flood Mitigation Structure,2022,2022,Region VIII,12.217381,125.354775
P00836188MN,"Construction of Drainage, Herculina L. Edig Es.,Canocotan,Tagum Davao del Norte",DAVAO DEL NORTE,"CARESYSTEM TECHNOLOGY SOLUTION CO., INC.",4949970.75,2024-09-05,24LC0071,05/14/2024,Construction of Drainage Structure,2024,2024,Region XI,7.4069638,125.7789972
P00620227VS,"Construction of Das-ay Flood Control, Hinunangan, Southern Leyte",SOUTHERN LEYTE,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),49000000,2023-01-09,22IL0099,02/16/2022,Construction of Flood Mitigation Structure,2022,2022,Region VIII,10.529599,125.158937
P00732466MN,"Construction of Slope Protection Structure along NRJ Don Paulino - Bingag - Osmeña Road (KM 001+000 - K001+500) Phase 1, Dapa, Surigao del Norte",SURIGAO DEL NORTE,BOOMETRIX DEVELOPMENT CORP.,58899989.45,2023-10-01,23NF0042,05/10/2023,Construction of Slope Protection Structure,2023,2023,Region XIII,9.75999,126.0938
P00630501MN,"Construction of Coastal Protection along Surigao del Sur Bdry - Davao Oriental Coastal Road (Tagtalisay Section), Manay, Davao Oriental",DAVAO ORIENTAL,MITZ CONSTRUCTION AND SUPPLY / O. G. SANTOS CONSTRUCTION,67549370.29,2022-12-02,22LF0053,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.190515,126.535088
P00634126MN,"Construction of Slope Protection Works, Union-Butong-Consuelo Road, Surigao del Norte",SURIGAO DEL NORTE,BOOMETRIX DEVELOPMENT CORP.,72789588.85,2022-12-15,22NF0100,07/28/2022,Construction of Slope Protection Structure,2022,2022,Region XIII,9.76667,126.09944
P00620231VS,"Construction of Maag Flood Flood Control, Silago, Southern Leyte",SOUTHERN LEYTE,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,48994280.63,2022-10-13,22IL0100,02/16/2022,Construction of Flood Mitigation Structure,2022,2022,Region VIII,10.526554,125.159273
P00522078MN,"Construction of Flood Mitigation Facility - Davao City Div Rd, Laverna Section, Brgy. Buhangin, Davao City",DAVAO DEL SUR,RELY CONSTRUCTION & SUPPLY INC.(FORMERLY: RELY CONSTRUCTION AND SUPPLY),96500000,2023-11-28,21LB0115,06/05/2022,Construction of Flood Mitigation Facility,2021,2021,Region XI,7.073603,125.624947
P00721576MN,"Construction of Flood Control Structure Outfall to Digos-Makar Road, Sulop, Davao del Sur",DAVAO DEL SUR,J.H.R. ENTERPRISES,90243232.16,2024-06-08,23L00052,08/15/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,6.58327,125.356996
P00821194MN,"Construction of Flood Mitigation Structure along Mahan-ub River, Manay, Davao Oriental",DAVAO ORIENTAL,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",57898426.51,2024-11-04,24LF0128,03/27/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.209698,126.538183
P00620084MN,"Rehabilitation of Flood Control Structure, San Isidro Creek protecting Agusan - Davao Road, Davao del Norte",DAVAO DEL NORTE,LICSAL CONSTRUCTION CORPORATION,56899821.8,2022-12-26,22LC0032,03/01/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region XI,7.395728,125.781231
P00620181MN,"Construction of Flood Mitigation Structure along Tubo-Tubo River, Sta. 0+000 - Sta. 0+695, Governor Generoso, Davao Oriental",DAVAO ORIENTAL,MAER SUMMIT KONSTRUKT CO.,49000000,2022-10-10,22LG0012,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,6.62761,126.09959
P00836193MN,"Construction of Flood Control Structure, (Concrete Revetment), Sinawal River, Barangay Labangal, General Santos City",SOUTH COTABATO,PLUS CONSTRUCTION INDUSTRIES CORP.,24748196.43,2025-02-04,24MB0078,08/14/2024,Construction of Flood Mitigation Structure,2024,2024,Region XII,6.110096,125.161399
P00550456MN,"Rehabilitation of Concrete Revetment along Digos River, Purok Centennial Section, Barangay Zone 1, Digos City",DAVAO DEL SUR,"THREE W BUILDERS, INC.",57900000,2022-12-19,21LD0054,03/24/2022,Rehabilitation / Major Repair of Flood Control Structure,2021,2021,Region XI,6.76071,125.36199
P00721500MN,"Construction of Revetment along Upper Agusan River, Osmeña Section, Compostela, Davao de Oro",DAVAO DE ORO,DAVAO CONCRETE PRODUCTS CONSTRUCTION AND TRADING CORPORATION (FORMERLY: DAVAO CONCRETE PRODUCTS),31065458.31,2023-08-20,23LI0009,02/13/2023,Construction of Revetment,2023,2023,Region XI,7.655691,126.099837
P00620297MN,"Construction/Rehabilitation of Maytibog River Training along Agusan-Davao Road, Sta. 0+011.00 - Sta. 0+300.00, Bayugan City, Agusan del Sur",AGUSAN DEL SUR,MADYAW CONSTRUCTION & DEV. CORPORATION,44206819.84,2023-03-03,22NB0022,05/24/2022,Construction of Flood Mitigation Structure,2022,2022,Region XIII,8.71143,125.795479
P00721619MN,"Construction of Flood Mitigation Structure along Tubo-tubo River, Governor Generoso, Davao Oriental",DAVAO ORIENTAL,MAER SUMMIT KONSTRUKT CO.,14394496.26,2023-08-15,23LG0065,03/27/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,6.632813889,126.1060306
P00620075MN,"Construction of Revetment along Mahan-ub River, Sta. 0+000 - Sta. 0+750, Manay, Davao Oriental",DAVAO ORIENTAL,MAVERICK BUILDERS INCORPORATED (FORMERLY MAVERICK,63332916.37,2023-03-14,22LF0012,02/21/2022,Construction of Revetment,2022,2022,Region XI,7.211419,126.538396
P00836151MN,"Construction of Flood Control Project along Odiongan River (Downstream, Left Side), Gingoog City, Misamis Oriental",MISAMIS ORIENTAL,ROAD EDGE TRADING & DEVELOPMENT SERVICES / EQUALYZ TRADING,98995000,2024-10-31,24KK0064,06/10/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,8.84335,125.16309
P00620165MN,"Construction of Revetment along R. Magsaysay Ave. Outfall, Sta. 0+100 - Sta. 0+200, Davao City",DAVAO DEL SUR,GENESIS88 CONSTRUCTION INC.,39200000,2022-09-24,22LB0031,03/23/2022,Construction of Revetment,2022,2022,Region XI,7.073171,125.62552
P00721262MN,"Construction of Flood Mitigation Structure along Kapalong-Talaingod-Valencia Road (Malambago Stream - Tributary to Pulangui River), Barangay Malambago, Package 2, San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",56560489.27,2024-05-01,23K00100,02/13/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,7.869665,125.365988
P00630646MN,"Construction of River Control Structure, Barangay Dugsangon, Bacuag, Surigao del Norte",SURIGAO DEL NORTE,JMT CONSTRUCTION,48999993.79,2022-11-21,22NG0012,03/11/2022,Construction of Flood Mitigation Structure,2022,2022,Region XIII,9.569064,125.628
P00820177MN,"Construction of Flood Mitigation Structure Protecting Surigao del Sur Boundary - Davao Oriental Coastal Road (Dapnan Bridge), Baganga, Davao Oriental",DAVAO ORIENTAL,LICSAL CONSTRUCTION CORPORATION,48997746.86,2024-10-04,24LF0030,02/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region XI,7.641849,126.539871
P00721569MN,"Construction of Flood Control Structure along Aguibawa Creek, Compostela, Davao de Oro",DAVAO DE ORO,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",96499753.59,2023-12-10,23LI0033,03/24/2023,Construction of Revetment,2023,2023,Region XI,7.670928,126.10867
P00836189MN,"Construction of Drainage, Prk. Liwayway 2nd Avenue,Magugpo South,Tagum Davao del Norte",DAVAO DEL NORTE,RUBIKS CONSTRUCTION CORPORATION,4949999.92,2024-08-26,24LC0072,04/02/2024,Construction of Drainage Structure,2024,2024,Region XI,7.40052778,125.799861
P00620115MN,"Construction of Flood Mitigation Structure along Kapalong-Talaingod-Valencia Road (Malambago Stream - Tributary to Pulangui River), Brgy. Malambago, Sta. 0+200 - Sta. 0+400 (BS), San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.",48999992,2023-09-03,22KA0060,01/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region X,7.8716,125.36703
P00634143MN,"Construction of Drainage Canal From Tieza Street to Bulaong Avenue, Brgy. Dadiangas North, General Santos City",SOUTH COTABATO,CROSMAK CONSTRUCTION WORKS INCORPORATED,7210020.33,2022-07-20,22MB0090,03/29/2022,Construction of Drainage Structure,2022,2022,Region XII,6.113611,125.164167
P00632610MN,"Construction of Drainage Canal at Visayan Village, Tagum City, Davao del Norte",DAVAO DEL NORTE,RUPLINO SEISMUNDO CONSTRUCTION CORPORATION (FORMERLY: R.R. SEISMUNDO CONSTRUCTION & SUPPLY),4949815.11,2022-09-11,22LC0201,04/07/2022,Construction of Drainage Structure,2022,2022,Region XI,7.417486,125.815139
P00820043MN,"Construction of Flood Mitigation Structure in Barangay Magkalungay, San Fernando, Bukidnon",BUKIDNON,"JT GAMOLO CONSTRUCTION, INCORPORATION (FORMERLY:J.T. GAMOLO CONSTRUCTION)",144750000,2025-03-25,24KA0069,01/31/2024,Construction of Flood Mitigation Structure,2024,2024,Region X,7.860591667,125.3703444
P00620173MN,"Construction of Revetment along Manay River (Sitio Bato Section), Sta. 0+000 - Sta. 0+600, Manay, Davao Oriental",DAVAO ORIENTAL,MITZ CONSTRUCTION AND SUPPLY,48999024.42,2022-09-28,22LF0003,02/08/2022,Construction of Revetment,2022,2022,Region XI,7.232008,126.540339
P00734008MN,"Construction of Slope Protection Cagmino Bridge along Surigao-Davao Coastal Road, Lanuza, Surigao del Sur",SURIGAO DEL SUR,LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),95527824.85,2024-02-22,23NH0062,05/18/2023,Construction of Slope Protection Structure,2023,2023,Region XIII,9.2536,126.1119
P00820190MN,"Construction of Flood Control Dike along Bulatukan River, Sta. 61+930 - Sta. 62+270 R/S, Barangay New Bulatukan, Makilala, Cotabato",COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,48755000,2024-12-04,24MC0034,02/20/2024,Construction of Dike,2024,2024,Region XII,6.910054,125.166045
P00620378MN,"Construction of Flood Mitigation Structure along Manay River (Sitio Libtong Section), Manay, Davao Oriental",DAVAO ORIENTAL,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),96496047.93,2022-12-15,22LF0088,03/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.21079,126.542418
P00721625MN,"Construction of Slope Protection along Mahaba Bridge Approaches, Cabadbaran City, Agusan de Norte",AGUSAN DEL NORTE,ARQ BUILDERS,48999995.59,2024-04-30,23NA0050,09/13/2023,Construction of Slope Protection Structure,2023,2023,Region XIII,9.101825,125.630475
P00734379MN,"Construction of Flood Control Structure, Sitio Famorcan, Brgy. Pag-Asa, Alabel, Sarangani",SARANGANI,VICENTE T. LAO CONSTRUCTION,98981162.22,2024-06-03,23ME0056,05/02/2023,Construction of Flood Mitigation Structure,2023,2023,Region XII,6.08323,125.37483
P00833297MN,"Construction of Flood Mitigation Structure along Caraga River (San Pedro Section), Caraga, Davao Oriental",DAVAO ORIENTAL,ECBJ EASTCOAST CONSTRUCTION,48249965.4,2024-08-16,24LF0039,04/22/2024,Construction of Revetment,2024,2024,Region XI,7.324222,126.54391
P00820380MN,"Construction of Flood Mitigation Structure along Cabadbaran River, Barangay Mahaba, Cabadbaran City, Agusan del Norte",AGUSAN DEL NORTE,DATREBIL CONSTRUCTION & SUPPLY,72271912.08,2024-12-01,24NA0010,02/21/2024,Construction of Flood Mitigation Structure,2024,2024,Region XIII,9.101709,125.630627
P00732051MN,"Construction of Flood Mitigation Structure, Barangay Sumpitan, San Fernando, Bukidnon",BUKIDNON,ROSBILL CONSTRUCTION AND SUPPLY,96500000,2023-11-21,23KA0102,04/19/2023,Construction of Flood Mitigation Structure,2023,2023,Region X,7.838193,125.3776
P00721564MN,"Construction of Flood Mitigation structure along Callawan River, Barangay Cabinuangan, New Bataan, Davao de Oro",DAVAO DE ORO,ROSBILL CONSTRUCTION AND SUPPLY,96500000,2024-03-03,23LI0087,05/26/2023,Construction of Revetment,2023,2023,Region XI,7.556796,126.116714
P00620222MN,"Construction of Hijo River Flood Control Structure from Brgy. Magdum-Brgy. East-Brgy. Apokon, Tagum City, Davao del Norte",DAVAO DEL NORTE,GP & H CONSTRUCTION INCORPORATED (FORMERLY: GP & H CONSTRUCTION & SUPPLY),95499998.73,2022-12-27,22LC0037,02/24/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.434233,125.82785
P00820191MN,"Construction of Flood Control Dike along Bulatukan River, Sta. 62+270 - Sta. 62+610 R/S, Barangay New Bulatukan, Makilala, Cotabato",COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,48755000,2024-12-03,24MC0035,02/20/2024,Construction of Dike,2024,2024,Region XII,6.913192,125.167464
P00630763MN,"Construction of Revetment along Hijo River, Barangay Pangi, Maco, Davao de Oro",DAVAO DE ORO,C'ZARLES CONSTRUCTION & SUPPLY,67549978.79,2023-03-29,22LA0086,03/18/2022,Construction of Revetment,2022,2022,Region XI,7.43569,125.828044
P00734411MN,"Construction of Drainage, Barangay Dadiangas North, General Santos City, South Cotabato",SOUTH COTABATO,GRECO CONSTRUCTION AND SUPPLY,4949311.86,2023-07-10,23MB0088,04/11/2023,Construction of Drainage Structure,2023,2023,Region XII,6.117001,125.168904
P00721427MN,"Construction of Flood Mitigation Structure along Caraga River (Lower San Pedro Protection), Caraga, Davao Oriental",DAVAO ORIENTAL,MAVERICK BUILDERS INCORPORATED (FORMERLY MAVERICK,96499134.78,2023-09-11,23LF0074,03/28/2023,Construction of Flood Mitigation Structure,2023,2023,Region XI,7.320977,126.547573
P00732490MN,"Construction of Concrete Revetment along Bolila-Bito-Mana Diversion Road, Malita, Davao Occidental",DAVAO OCCIDENTAL,HVC SAGITTARIUS COMMERCIAL & CONSTRUCTION,19789822.44,2023-07-03,23LE0026,02/09/2023,Construction of Revetment,2023,2023,Region XI,6.336952,125.632283
P00550457MN,"Rehabilitation of Concrete Revetment along Digos River, Aplaya Section, Barangay Aplaya, Digos City",DAVAO DEL SUR,VICENTE T. LAO CONSTRUCTION,48250000,2022-09-19,21LD0055,03/24/2022,Rehabilitation / Major Repair of Flood Control Structure,2021,2021,Region XI,6.74295,125.37929
P00630599MN,"Construction of Drainage Canals, Colman to San Miguel, Centro (San Juan), Agdao District, Davao City",DAVAO DEL SUR,ROSBILL CONSTRUCTION AND SUPPLY,9800000,2023-07-02,22LB0197,04/06/2022,Construction of Drainage Structure,2022,2022,Region XI,7.088098,125.636874
P00721572MN,"Construction of Revetment along Aguibawa River, San Miguel - Osmeña, Compostela, Davao de Oro",DAVAO DE ORO,METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,96499980.76,2024-03-22,23LI0053,03/28/2023,Construction of Revetment,2023,2023,Region XI,7.640752,126.124512
P00620172MN,"Construction of Kabuyawan Flood Control, Sta. 0+000 - Sta. 0+300, Baganga, Davao Oriental",DAVAO ORIENTAL,JAI BUILDERS CORPORATION ( FORMERLY JAI BUILDERS AND SUPPLY),29399619.35,2023-01-03,22LF0060,02/21/2022,Construction of Flood Mitigation Structure,2022,2022,Region XI,7.675396,126.548072
P00550505MN,"Construction of lined canal leading to outfall protecting National Rd. (Daang Maharlika) along Magdum section, Tagum City, Davao del Norte",DAVAO DEL NORTE,ROSBILL CONSTRUCTION AND SUPPLY,9900000,2022-12-28,21LC0186,08/18/2022,Construction of Drainage Structure,2021,2021,Region XI,7.459444444,125.8316667
P00733999MN,"Construction of Flood Mitigating Structure, Pag-Asa, Alabel, Sarangani Province",SARANGANI,"JDRC CONSTRUCTION & SUPPLIES, CORP.",77199980.12,2024-03-12,23ME0053,05/02/2023,Construction of Flood Mitigation Structure,2023,2023,Region XII,6.09252,125.38008
